targets,omissions,omissions_rate,notargets,commissions,commissions_rate,delayed,delayed_rate,meanRT_corr,meanRT_comm,delayed_RT
176,2,0.0113636363636,506,2,0.00395256916996,3,0.0170454545455,0.622415204678,0.651,0.255666666667
