targets,omissions,omissions_rate,notargets,commissions,commissions_rate,delayed,delayed_rate,meanRT_corr,meanRT_comm,delayed_RT
176,12,0.0681818181818,506,4,0.00790513833992,6,0.0340909090909,0.712132911392,0.54175,0.2385
