targets,omissions,omissions_rate,notargets,commissions,commissions_rate,delayed,delayed_rate,meanRT_corr,meanRT_comm,delayed_RT
176,12,0.0681818181818,506,3,0.00592885375494,9,0.0511363636364,0.642335483871,0.639333333333,0.340777777778
