targets,omissions,omissions_rate,notargets,commissions,commissions_rate,delayed,delayed_rate,meanRT_corr,meanRT_comm,delayed_RT
176,5,0.0284090909091,506,1,0.00197628458498,1,0.00568181818182,0.644588235294,0.584,0.283
