# SART test
Participant,n_trials,n_commissions,perc_commissions,n_omissions,perc_omissions,n_anticipatory,perc_anticipatory,mean_rtGO,std_rtGO,CV_go,meanRT_GObeforesuccessNOGO,meanRT_GObeforefailedNOGO,n_correct,perc_correct,n_errors,perc_errors,n_ambiguous,perc_amboguous
1001,225,10,40.0,0,0.0,1,0.444,0.385,0.147,0.381818181818,0.436,0.309,210,93.333,10,4.444,4,1.778
