# SART test
Participant,n_trials,n_commissions,perc_commissions,n_omissions,perc_omissions,n_anticipatory,perc_anticipatory,mean_rtGO,std_rtGO,CV_go,meanRT_GObeforesuccessNOGO,meanRT_GObeforefailedNOGO,n_correct,perc_correct,n_errors,perc_errors,n_ambiguous,perc_amboguous
1006,225,12,48.0,1,0.5,1,0.444,0.394,0.119,0.302030456853,0.415,0.364,202,89.778,13,5.778,9,4.0
