targets,omissions,omissions_rate,notargets,commissions,commissions_rate,delayed,delayed_rate,meanRT_corr,meanRT_comm,delayed_RT
176,2,0.0113636363636,506,3,0.00592885375494,0,0.0,0.553683908046,0.372333333333,nan
