targets,omissions,omissions_rate,notargets,commissions,commissions_rate,delayed,delayed_rate,meanRT_corr,meanRT_comm,delayed_RT
80,2,0.025,230,0,0.0,2,0.025,0.667578947368,nan,0.1825
