# SART test
Participant,n_trials,n_commissions,perc_commissions,n_omissions,perc_omissions,n_anticipatory,perc_anticipatory,mean_rtGO,std_rtGO,CV_go,meanRT_GObeforesuccessNOGO,meanRT_GObeforefailedNOGO,n_correct,perc_correct,n_errors,perc_errors,n_ambiguous,perc_amboguous
1010,225,6,24.0,0,0.0,1,0.444,0.458,0.143,0.312227074236,0.495,0.399,216,96.0,6,2.667,2,0.889
